cost,delivered,price,quantity,customer_id,product_id
3.91,12/21/18,5.6,6,1216,617
3.9,12/21/18,4.99,6,1216,650
4.72,12/21/18,6.75,1,1216,1092
4.5,1/11/19,6.5,1,209,340
11.33,1/11/19,13.6,1,209,564
7.58,1/11/19,8.4,18,210,108
11.9,1/11/19,12.85,4,210,286
3.64,1/11/19,10.8,2,212,10
6.29,1/11/19,11.2,4,212,21
7.9,1/11/19,10.1,2.49,212,28
1.55,12/21/18,2,10,1237,153
2.3,12/21/18,3.5,4,1237,284
2.24,12/21/18,4.5,4,1237,458
1.25,12/21/18,2.6,2,1237,555
15.47,12/21/18,20.5,2,1237,614
3.34,12/21/18,9.4,6,1249,29
5.41,12/21/18,11,11.93,1249,467
3.34,12/21/18,9.4,2,1259,29
9.27,12/21/18,17.9,1,1259,83
3.51,12/21/18,5.9,1,1259,95
3.98,12/21/18,6.4,2,1259,109
12.78,12/21/18,30,1,1259,204
1.17,2/15/19,1.35,18,152337,291665
1.17,2/18/19,1.35,17,152337,291665
1.17,2/19/19,1.35,18,152337,291665
14.97,2/15/19,22.97,0.3,152337,291667
2.13,12/21/18,3.2,10,1259,248
14.51,12/8/18,18.6,1,152225,290892
15.95,12/8/18,20,3,152225,291209
14.2,12/8/18,18.9,0.5,152225,291382
24.96,12/8/18,0,6,152225,291624
21.53,12/8/18,27.6,2,152225,292148
3.45,12/8/18,5.07,4,152240,291417
9.44,12/8/18,12.58,1,152240,291855
9.19,12/8/18,11.65,3,152240,291950
0.67,12/8/18,0.79,30,152242,291728
24.54,12/8/18,28.71,2,152242,291900
25.7,12/8/18,30.07,2,152242,291986
18.8,12/8/18,23.3,2,152242,292109
26.38,12/8/18,31.04,3,152251,290895
4.86,12/8/18,7.5,3,152251,291082
17.04,12/8/18,20.5,1,152251,291519
19.27,12/8/18,22.5,6,152251,291939
8.12,12/8/18,10.61,2,152251,291987
9.5,12/8/18,11,1,152251,292077
43.21,12/8/18,46.34,5,152255,290835
15.95,12/8/18,21.35,2,152305,291209
17.04,12/8/18,18.75,1,152316,291519
43.22,12/8/18,45,0.5,152318,290835
3.5,12/8/18,4.37,6,152318,290891
-11.41,12/8/18,-13.51,0.25,152318,291091
3.22,12/8/18,2,4,152318,291192
3.66,12/8/18,4,1,152318,291515
-22.41,12/8/18,-29.88,0,152318,291941
-8.87,12/8/18,-11.76,0,152318,292156
-3.83,12/8/18,-4.78,0,152318,292218
8.5,12/8/18,10.61,1,152318,292395
0.5,12/8/18,0.65,4,152318,292546
7,12/8/18,8.75,1,152318,292643
0.5,12/8/18,0.65,4,152318,292673
18.28,12/8/18,22.85,1,152318,292738
18.28,12/8/18,22.85,1,152318,292836
43.21,12/8/18,48.4,1,152337,290835
3.45,12/8/18,4.2,4,152337,291417
12.8,12/8/18,16,1,152355,291878
43.21,12/8/18,48.89,2,152366,290835
4.1,12/8/18,5.46,4,152366,291557
14.05,12/8/18,19.5,1,152371,290818
16.34,12/8/18,19.5,1,152371,290824
15.23,12/8/18,17.5,1,152371,290910
16.62,12/8/18,22.7,1,152371,291109
5.4,12/8/18,7.5,1,152371,291173
7.68,12/8/18,10,1,152371,291264
11.28,12/8/18,15.5,1,152371,291346
9.59,12/8/18,18.6,1,152371,291636
16.26,12/8/18,20,1,152371,291887
18.95,12/8/18,23,1,152371,291927
20.11,12/8/18,20,1,152371,291940
6.6,12/8/18,7.75,1,152371,292047
11.4,12/8/18,18.25,1,152371,292230
6.61,12/8/18,7.93,2,152383,291071
19,12/8/18,22.5,1,152383,291552
11.81,12/8/18,14.58,1,152383,292051
67.87,12/8/18,75.34,2,152383,292131
1.09,12/8/18,1.5,6,152398,291074
25.3,12/8/18,33.75,0.2,152398,291094
9,12/8/18,11.78,3,152398,291175
15.95,12/8/18,20.5,1,152398,291209
17.71,12/8/18,24,1,152398,291219
26,12/8/18,35,0.2,152398,291296
16.88,12/8/18,22.56,0.25,152398,291785
24.54,12/8/18,28.71,1,152398,291900
6.6,12/8/18,8.49,1,152398,292047
11.5,12/8/18,16,1,152398,292075
26.76,12/8/18,29,1,152398,292107
23.81,12/8/18,28.01,1,152398,292210
3.66,12/8/18,6.5,1,152407,291515
1.15,12/8/18,1.6,4,152407,291665
12.24,12/8/18,17.96,0.25,152407,291922
19.27,12/8/18,29.4,3,152407,291939
7.78,12/8/18,12,4,152407,292157
-6.4,12/8/18,-13.5,0,152421,290958
10.4,12/8/18,11.4,5,152421,291251
11.89,12/8/18,12.45,1,152421,291815
8.11,12/8/18,11,1,152458,290929
10.47,12/8/18,15.5,1,152458,291036
6.47,12/8/18,8.5,1,152458,291270
23.16,12/8/18,31.25,1,152458,291379
6.84,12/8/18,9.99,1,152458,292078
13.26,12/8/18,13.78,6,152458,292121
46,12/8/18,59.95,1,152458,292233
43.22,12/8/18,47.42,0.5,152461,290835
12.5,12/8/18,17.8,1,152461,290859
6.47,12/8/18,10.26,1,152461,291270
11.81,12/8/18,14.58,1,152461,292051
43.22,12/8/18,45.5,0.5,152476,290835
18.24,12/8/18,21.9,1,152476,291215
14.69,12/8/18,17.6,1,152476,292125
26.42,12/8/18,30.02,3,152478,290817
26.38,12/8/18,29.98,2,152478,290895
15.99,12/8/18,21.3,1,152478,291845
-15.8,12/8/18,-18.81,0,152478,291901
9.19,12/8/18,11.88,2,152478,291950
17.24,12/8/18,22.5,1,152478,292025
-15.23,12/8/18,-20.37,0,152504,290910
33.8,12/8/18,45,1,152504,291125
6.84,12/8/18,9.99,1,152504,292078
21.22,12/8/18,26.52,0.5,152504,292167
26.76,12/8/18,31.5,5,152529,292107
43.6,12/8/18,49,1,152533,291747
43.51,12/8/18,67.5,1,152535,291798
3.45,12/8/18,4.2,2,152538,291417
19.92,12/8/18,26.56,1,152544,290917
24.54,12/8/18,28.71,2,152544,291900
23.81,12/8/18,21.6,6,152544,292210
22.49,12/8/18,30,1,152550,291231
10,12/8/18,12.5,1,152550,291406
6.66,12/8/18,7.99,2,152550,291948
11.2,12/8/18,13.39,2,152550,292187
22.5,12/8/18,30,1,152550,292220
17.67,12/8/18,21.5,4,152564,291054
8.85,12/8/18,10,4,152564,291329
13.28,12/8/18,13.5,12,152564,291463
23.32,12/8/18,31,1,152564,291660
30.81,12/8/18,0,4,152564,291699
11.66,12/8/18,15,4,152564,291702
16.26,12/8/18,18,6,152564,291887
7.76,12/8/18,9,2,152564,292226
6.6,12/8/18,8.05,1,152611,290905
8.11,12/8/18,10.99,1,152611,290929
24.6,12/8/18,35.6,0.05,152611,290946
26.75,12/8/18,29.96,1,152611,290970
9,12/8/18,11.38,5,152611,291175
9.59,12/8/18,10.49,2,152611,291636
6.6,12/8/18,8.05,1,152611,291646
21,12/8/18,26.54,1,152611,291680
27.01,12/8/18,30.25,1,152611,291881
6.6,12/8/18,8.05,1,152611,292047
26.42,12/8/18,34.68,1,152613,290817
43.21,12/8/18,61.98,1.5,152613,290835
11.8,12/8/18,14.75,1,152613,290849
32.6,12/8/18,150,0.1,152613,290852
22.46,12/8/18,47.5,0.5,152613,290863
1.63,12/8/18,2.3,5,152613,290876
18.55,12/8/18,22.5,3,152613,290887
3.5,12/8/18,4.99,5,152613,290891
26.38,12/8/18,36,2,152613,290895
3.92,12/8/18,6.15,3,152613,290927
8.11,12/8/18,13,3,152613,290929
32.65,12/8/18,44.95,1,152613,290931
11.29,12/8/18,17.5,1,152613,290935
6.32,12/8/18,8.8,2,152613,290939
10,12/8/18,12,1,152613,290945
2.85,12/8/18,4.35,12,152613,290962
26.75,12/8/18,36,1,152613,290970
28.89,12/8/18,42,1,152613,290975
5.21,12/8/18,11.94,1,152613,290981
1.54,12/8/18,2.09,5,152613,290982
3,12/8/18,3.99,5,152613,290987
2.92,12/8/18,6.99,8,152613,291007
15.18,12/8/18,21,1,152613,291010
20,12/8/18,36,1,152613,291030
11.3,12/8/18,17.5,1,152613,291085
1.5,12/8/18,2,46,152613,291103
7.01,12/8/18,11.7,2,152613,291127
22.75,12/8/18,42.88,2,152613,291136
8.19,12/8/18,13,2,152613,291145
9,12/8/18,14,5,152613,291175
24,12/8/18,36,0.5,152613,291178
24.3,12/8/18,34,1,152613,291226
22.48,12/8/18,39.95,3,152613,291231
39.7,12/8/18,150,0.1,152613,291275
21.53,12/8/18,29.94,1,152613,291288
4.85,12/8/18,6.99,3,152613,291370
3.45,12/8/18,4.99,12,152613,291417
32.56,12/8/18,43.41,1,152613,291421
11.8,12/8/18,18.5,1,152613,291436
30.15,12/8/18,38.9,1,152613,291466
4.49,12/8/18,7.99,6,152613,291484
6.4,12/8/18,7.99,6,152613,291489
24,12/8/18,48,1,152613,291495
29.67,12/8/18,47.94,1,152613,291532
6.6,12/8/18,8.9,1,152613,291604
6.3,12/8/18,11.97,1,152613,291632
9.59,12/8/18,14,5,152613,291636
6.6,12/8/18,8.9,1,152613,291646
10.9,12/8/18,17.5,3,152613,291664
4.2,12/8/18,5.99,2,152613,291686
11.06,12/8/18,15.96,1,152613,291710
0.67,12/8/18,0.93,30,152613,291728
23.18,12/8/18,30.9,0.5,152613,291731
19.58,12/8/18,24.47,1,152613,291750
2.33,12/8/18,2.91,1,152613,291874
7.07,12/8/18,8.85,26,152613,291890
30,12/8/18,39,1,152613,291905
32.5,12/8/18,42.5,1,152613,291914
12.25,12/8/18,22,2,152613,291922
27.5,12/8/18,34.5,1,152613,291935
19.27,12/8/18,30,1,152613,291939
6.66,12/8/18,9.99,3,152613,291948
2.46,12/8/18,3.49,4,152613,291976
25.7,12/8/18,38.16,1,152613,291986
8.12,12/8/18,10.1,1,152613,291987
15.4,12/8/18,22.14,1,152613,292009
23,12/8/18,38.9,1,152613,292011
4.2,12/8/18,5.99,5,152613,292020
36,12/8/18,62.9,1,152613,292021
8,12/8/18,11.49,12,152613,292034
6.6,12/8/18,8.59,3,152613,292047
14.7,12/8/18,39.92,1,152613,292052
1.58,12/8/18,2.59,6,152613,292063
6.84,12/8/18,10,1,152613,292078
30.07,12/8/18,44.95,1,152613,292086
11.71,12/8/18,18.5,1,152613,292099
13.26,12/8/18,16.62,15,152613,292121
14.1,12/8/18,21,1,152613,292147
21.54,12/8/18,29.94,1,152613,292148
2.22,12/8/18,12.4,1,152613,292149
8.87,12/8/18,9.99,1,152613,292156
7.78,12/8/18,11.96,2,152613,292157
11.2,12/8/18,18,1,152613,292187
3.09,12/8/18,6.99,2,152613,292201
23.82,12/8/18,31.96,0.5,152613,292210
3,12/8/18,4,32,152613,292217
22.06,12/8/18,28.84,1,152650,290983
22.41,12/8/18,26.37,1,152650,291437
13.26,12/8/18,16.62,1,152650,292121
43.21,12/8/18,43,7,152657,290835
13.26,12/8/18,13.5,10,152657,292121
10,12/8/18,12.5,1,152692,291406
9.44,12/8/18,12.58,0.5,152692,291855
7.13,12/8/18,9,1,152692,292168
3.25,12/8/18,4.06,10,152696,291951
26.41,12/8/18,31.07,1,152698,290940
5.21,12/8/18,7.54,3,152698,290981
16.11,12/21/18,25.5,1,1259,292
4,12/21/18,6.24,6,1259,325
8.24,12/21/18,13.6,2.35,1259,343
13.63,12/21/18,28.5,1,1259,379
4.98,12/21/18,7.5,1,1259,443
13.4,12/21/18,24.8,8,1259,475
27.18,12/21/18,41,1,1259,512
10.45,12/21/18,12.5,6,1259,517
3.14,12/21/18,6,1,1259,537
2.3,12/21/18,3.6,10,1259,570
1.18,12/21/18,2.53,6,1259,598
4.24,12/21/18,7.9,3,1259,663
4.99,12/21/18,8.95,2,1259,681
8,12/21/18,9.85,6,1259,2154
16.95,12/21/18,18.95,1,1259,2278
7,12/21/18,10,1,1259,2458
42.31,12/21/18,51.25,1,1259,2478
2.37,12/21/18,5.75,1.95,1259,5343
9.2,12/21/18,15,2,1259,11542
3.47,12/21/18,4.5,12,1259,13741
8.88,12/21/18,14.7,1,1259,54977
8.02,12/21/18,13.5,1,1259,233134
8.96,12/21/18,13.99,1,1268,44
45.45,12/21/18,57,1,1268,145
2.25,1/11/19,4,4,212,65
9.27,1/11/19,23.15,1,212,83
3.69,12/21/18,6.15,1,1268,223
2.22,1/11/19,6.4,10,212,88
14.4,12/21/18,23,1,1268,486
43.8,12/21/18,65.7,1,1268,492
8.28,12/21/18,14.15,1,1268,556
5.13,12/21/18,11.68,1,1268,2642
4.09,12/21/18,11.2,1,1301,110
11.57,12/21/18,19.35,2,1301,272
14.18,12/21/18,18.35,1,1301,292
7.81,12/21/18,16.05,1,1301,319
11.45,12/21/18,14.75,1,1301,435
1.97,12/21/18,3.68,1,1301,458
11.8,12/9/18,14.75,1,152613,290849
18.55,12/9/18,22.5,1,152613,290887
3.61,12/9/18,6.99,1,152613,290899
10.69,12/21/18,18,1,1301,584
11.25,12/21/18,16,1,1303,544
11,12/21/18,17.5,1,1303,3367
19.88,12/9/18,28,1,152613,290916
19.92,12/9/18,31.5,1,152613,290917
8.11,12/9/18,13,1,152613,290929
11.29,12/9/18,17.5,1,152613,290935
26.75,12/9/18,36,2,152613,290970
2.92,12/9/18,6.99,6,152613,291007
20.41,12/9/18,27.96,2,152613,291045
19.29,12/9/18,28,1,152613,291129
8.19,12/9/18,13,1,152613,291145
9,12/9/18,14,5,152613,291175
3.09,12/9/18,6.99,1,152613,291197
15.52,12/9/18,24,1,152613,291239
17.93,12/9/18,29.94,2,152613,291240
21.53,12/9/18,29.94,2,152613,291288
23,12/9/18,40,1,152613,291310
28.89,12/9/18,45,1,152613,291358
23.16,12/9/18,41.88,1,152613,291379
8.51,12/9/18,14.5,1,152613,291400
18.8,12/9/18,28,1,152613,291405
3.09,12/9/18,6.99,1,152613,291571
6.32,12/9/18,8.8,1,152613,291592
9.59,12/9/18,14,2,152613,291636
20.49,12/9/18,27.96,2,152613,291654
1.15,12/9/18,1.7,6,152613,291665
43.6,12/9/18,57,1,152613,291747
8.58,12/9/18,11.96,3,152613,291778
43.51,12/9/18,63.96,3,152613,291798
10.4,12/9/18,18.5,1,152613,291836
13.5,12/9/18,16,1,152613,291859
19,12/9/18,30,1,152613,291873
27.01,12/9/18,36,1,152613,291881
30,12/9/18,39,3,152613,291905
14.24,12/9/18,21.95,2,152613,291962
15.4,12/9/18,22.14,2,152613,292009
8,12/9/18,11.49,1,152613,292034
30.07,12/9/18,44.95,1,152613,292086
13.26,12/9/18,16.62,8,152613,292121
12.28,12/9/18,19.99,2,152613,292146
21.53,12/9/18,29.94,1,152613,292148
7.78,12/9/18,11.96,2,152613,292157
5.24,12/9/18,8.8,1,152613,292158
7.9,12/21/18,15.75,2.47,1368,28
5.41,12/21/18,8.9,6.68,1368,467
4.95,12/21/18,6.8,4.15,1372,399
3.91,12/21/18,6.7,2,1372,617
11.45,1/11/19,15.5,1,212,115
2.85,1/11/19,6.8,2,212,198
2.3,1/11/19,3.8,4,212,284
8.96,1/11/19,10.55,7.88,212,288
3.9,1/11/19,7.15,1,212,386
3.26,1/11/19,8.2,2,212,428
7.8,1/11/19,16,1,212,442
8.28,1/11/19,17.5,4,212,556
5.81,1/11/19,24.15,1,212,585
11.45,12/21/18,19,2,1530,115
7.8,12/21/18,16,2,1530,442
3.91,1/11/19,5.9,4,212,617
1.4,12/21/18,1.92,12,1648,12
3.34,12/21/18,4.5,4,1648,29
13.55,12/21/18,17.5,8.58,1648,49
3.1,12/21/18,17,2,1648,338
17.91,12/21/18,21.75,8,1648,400
3.9,12/21/18,6.53,3,1648,425
8.28,12/21/18,12.34,2,1648,556
17.91,12/21/18,21.75,3,1648,901
3.48,12/21/18,6.5,1,1648,2864
9.27,2/1/19,23.15,1,78,83
3.9,1/11/19,5.75,2,212,650
8.22,1/11/19,17,1,212,269525
6.29,1/11/19,9.5,2,214,21
2.1,1/11/19,2.65,12,214,37
8.22,12/21/18,11,1,1753,41
8.96,12/21/18,13.99,1,1753,44
3.72,1/11/19,5.05,6.32,214,68
6.88,1/11/19,9.5,1,214,220
5.39,12/21/18,9.4,1,1753,294
1.3,12/21/18,3.85,1,1753,350
6.4,12/21/18,12,1.68,1753,372
17.91,12/21/18,21,2,1753,400
16.6,1/11/19,20.75,1,214,221
2.24,12/21/18,5.25,3,1753,458
2.3,1/11/19,3.8,4,214,284
3.14,12/21/18,5.2,2,1753,537
11.44,1/11/19,14.15,2,214,391
8.55,1/11/19,15.95,1,214,500
12.15,12/21/18,17.5,2,1753,584
7.28,12/21/18,11,1,1753,3183
13.82,12/21/18,16.3,3,1753,12123
6.29,1/11/19,8.8,1,214,533
9.27,12/21/18,23.15,1,1757,83
7.9,1/11/19,9.3,2.28,215,28
4.98,12/21/18,7.5,1,1757,443
2.24,1/11/19,3.2,4,215,458
8.07,12/21/18,13.3,1,1757,494
8.2,1/11/19,8.8,15,215,538
8.46,12/21/18,11.4,1.57,1757,670
20.63,1/11/19,21.8,3,215,597
2.06,12/21/18,6.5,2,1757,717
4.15,1/11/19,5.6,12,215,673
17.91,12/21/18,27,1,1829,400
14.4,12/21/18,29,1,1829,529
3.41,12/21/18,6.5,1,1829,657
4.15,12/21/18,8.55,1,1829,673
7.24,12/21/18,13.5,1,1829,742
2.22,1/11/19,5.9,1,216,63
10,12/21/18,15.95,2,2001,54
2.52,12/21/18,4.1,5,2001,63
2.5,12/21/18,5.7,2,2001,67
7.95,12/21/18,15.95,1,2001,136
2.59,12/21/18,4.95,4,2001,181
4.64,1/11/19,9,1,216,274
3.9,12/21/18,6.5,1,2001,425
7.8,12/21/18,11,2,2001,442
13.1,12/21/18,27,1,2001,472
14.4,12/21/18,23,2,2001,529
3.9,12/21/18,5.1,1,2001,650
2.83,12/21/18,3.6,2,2001,653
5.19,12/21/18,8.6,3,2001,1034
8.78,12/21/18,13.75,1,2123,25
5.13,12/21/18,8.5,1,2123,48
45.43,12/21/18,71,2,2123,238
10.2,12/21/18,15.3,1,2123,502
8.2,12/21/18,12,4.41,2171,376
8.1,12/21/18,13.6,3,2171,444
2.24,12/21/18,3.7,4,2171,458
5.41,12/21/18,8.9,2.96,2171,467
81,12/21/18,115,1,2171,521
3.14,12/21/18,4.75,1,2171,537
17.35,12/21/18,22.5,1,2171,589
0.27,12/21/18,1.3,5,2171,647
3.43,1/11/19,5.9,1,216,425
5.72,1/11/19,6.5,2,216,468
45.43,2/1/19,78,1,78,238
30,2/1/19,42,1,78,273
35.64,1/11/19,41.5,1,216,2210
3.14,2/1/19,6,1,78,537
4.13,12/21/18,6,3,2370,188
3.6,12/21/18,12.99,3,2370,225
8.51,12/21/18,12.5,1,2370,335
8.24,12/21/18,10,1.38,2370,343
1.53,12/21/18,2.99,3,2370,527
1.74,12/21/18,4.3,12,2370,551
14.19,12/21/18,18.5,1,2370,599
1.28,12/21/18,1.75,2,2370,609
6.67,12/21/18,11.8,3,2370,683
6.22,12/21/18,6.6,3,2370,1254
6.59,12/21/18,11,1,2370,2251
2.55,1/11/19,3.8,2,217,9
14.5,1/11/19,16.5,2,217,57
14,1/11/19,16.5,2,217,100
9.72,1/11/19,12,1,217,213
4.5,1/11/19,8.1,2,217,340
5.46,1/11/19,8.99,2,217,412
31.81,1/11/19,40.1,1,217,469
0,1/11/19,0,1,217,518
71.28,1/11/19,100,1,217,521
7.62,1/11/19,10.05,2.9,217,582
5.8,1/11/19,9.9,2,217,2251
32.49,1/11/19,39,2,217,6993
4.79,1/11/19,6,2,223,13
8.55,1/11/19,14.5,1,223,407
2.1,1/11/19,3.2,3,223,415
4.62,1/11/19,6.7,1,223,463
1.73,1/11/19,3.75,6,223,519
8.28,1/11/19,14.15,2,223,556
6.98,1/11/19,11.2,2,223,569
12.1,12/21/18,19.8,1,2781,352
1.97,12/21/18,4.8,1,2781,458
4.44,12/21/18,9.8,1,2781,557
6.29,12/21/18,11.2,1,2873,21
8.22,12/21/18,12.4,2,2873,41
4.65,12/21/18,12.4,1,2873,110
14.66,12/21/18,28.5,1,2873,116
2.13,12/21/18,3.2,3,2873,129
7.8,12/21/18,10.95,2,2873,261
4,12/21/18,6,1,2873,325
5.1,12/21/18,6.5,2,2873,406
18.91,12/21/18,28,1,2873,489
4.15,12/21/18,6.5,1,2873,673
10.43,12/21/18,15.7,1,2873,893
10.3,2/1/19,15.5,1,78,1044
2.3,2/1/19,3.45,1,79,284
2.21,2/1/19,3.7,1.05,79,299
17.91,2/1/19,23.95,1,79,400
2.88,2/1/19,5.5,2,79,630
2.21,12/21/18,3.4,3.05,2913,299
81,12/21/18,120.7,1,2913,521
2.32,12/21/18,3.15,3,2913,562
31.5,12/21/18,65,2,2921,387
11.25,12/21/18,17.5,1,3039,323
2.5,1/11/19,4.2,3,230,6
7.9,12/21/18,9.7,2.37,3383,28
1.66,12/21/18,2.8,1,3383,58
3.59,12/21/18,6.4,1,3383,59
2.25,12/21/18,3.2,2,3383,65
13.73,12/21/18,20,1,3383,86
45.45,12/21/18,69,1,3383,145
2.36,12/21/18,3.4,2,3383,165
2.59,12/21/18,4.95,2,3383,181
5.56,12/21/18,10.1,1,3383,306
1.3,12/21/18,3.3,1,3383,350
3.02,12/21/18,4.45,2,3383,395
6.2,12/21/18,9,4,3383,412
7.39,12/21/18,9.65,2,3383,431
26.25,12/21/18,39.4,1,3383,511
14.4,12/21/18,24,1,3383,529
26.53,12/21/18,38,1,3383,536
12.88,12/21/18,17.5,1,3383,564
20.7,12/21/18,36.2,1,3383,625
1.65,12/21/18,2.1,6,3383,664
8.22,12/21/18,17,1,3383,269525
8.78,1/11/19,16.15,1,230,25
4.49,1/11/19,8.95,2,230,26
6.2,12/21/18,8.3,1,3920,412
5,2/1/19,8.3,1,79,897
2.78,1/11/19,4.5,4,230,72
17.2,1/11/19,24.9,1,230,121
5.59,1/11/19,9.4,1,230,210
46.36,12/21/18,58,2,3949,23
1.66,12/21/18,2.8,2,3949,58
3.72,12/21/18,5.25,6.16,3949,68
26.68,12/21/18,36.5,2.08,3949,81
2.3,12/21/18,3.5,1,3949,284
3.9,12/21/18,6.5,2,3949,386
3.02,12/21/18,4.95,2,3949,395
2.24,12/21/18,3.5,1,3949,458
5.81,12/21/18,24.15,1,3949,585
12,12/21/18,14.2,5,3949,256422
13.5,12/21/18,14.4,6,3949,283815
7.9,12/21/18,9.9,7.22,4127,28
6.2,12/21/18,8.2,2,4127,412
13.4,12/21/18,17.7,1,4127,475
6.36,12/21/18,10.35,1,4127,641
6.95,12/21/18,10.25,4.98,4776,28
7.17,12/21/18,14.7,3,4776,4533
6.95,12/21/18,14.3,2.46,4893,28
7.88,12/21/18,11,2,4893,44
4.27,12/21/18,5.75,4,4893,106
14.23,12/21/18,17,2,4893,138
14.18,12/21/18,20.2,1,4893,292
11.45,12/21/18,18,1,4893,435
1.97,12/21/18,2.9,4,4893,458
11.79,12/21/18,22.35,1,4893,475
1.23,12/21/18,2.55,1,5210,12
2.22,12/21/18,5.9,1,5210,63
2.64,1/11/19,6,2,230,258
40,12/21/18,50,1,5210,145
9.13,12/21/18,12.25,1,5210,162
93.87,1/11/19,172,2,230,264
8.88,1/11/19,17.8,1,230,319
2.51,12/21/18,6.15,1,5210,198
2.54,12/21/18,5.1,1,5210,348
15.76,12/21/18,22.5,2,5210,400
1.51,1/11/19,5.25,6,230,355
3.41,12/21/18,5.7,2,5210,462
5.24,1/11/19,12.7,1,230,358
1.13,12/21/18,1.85,1,5210,609
7.3,12/21/18,15.3,1,5210,622
8.24,2/1/19,13.6,3.85,82,343
3.4,12/21/18,8.7,1,5210,685
6.86,12/21/18,9.35,1,5891,442
7,12/21/18,7.6,1,5891,452
13.01,1/11/19,23.75,6,230,435
13.1,2/1/19,16.9,3,82,472
3.87,1/11/19,5.5,2,230,504
3.51,12/21/18,5.7,6,6413,43
1.3,12/21/18,3.85,1,6413,350
14,12/21/18,22.5,2,7038,100
11.25,12/21/18,17.5,1,7038,872
3.6,1/11/19,7,2,230,592
4.24,1/11/19,5.5,12,230,663
8.46,1/11/19,11.2,3.31,230,670
14.25,2/1/19,17.1,1,83,328
17.95,1/11/19,27.15,1,230,875
5.37,12/21/18,6.75,1,7356,11
10,12/21/18,14.95,2,7356,54
4.39,12/21/18,6.05,1,7356,94
11.05,12/21/18,14,2,7356,213
6.3,12/21/18,7.7,2,7356,265
5.56,12/21/18,7.5,1,7356,306
23.49,12/21/18,38.8,1,7356,478
28.62,12/21/18,38.5,1,7356,1319
14.05,12/21/18,23,3,7356,3056
3.27,1/11/19,6,1,230,1418
6.5,2/1/19,9.95,1,83,431
12.78,1/11/19,19.2,2,232,66
8.24,1/11/19,11.99,3.85,232,343
2.24,1/11/19,4.5,5,232,458
17.5,1/11/19,29.95,1,232,3434
3.34,1/11/19,7.9,1,235,29
2.25,1/11/19,2.75,1,235,65
45.45,1/11/19,56,1,235,145
7.96,1/11/19,19.99,1,235,233
1.65,2/1/19,3.15,1,83,5184
6.95,2/1/19,8.55,1.99,84,28
5.54,2/1/19,14.55,1,84,55
3.91,1/11/19,5,1,235,617
2.35,2/1/19,3.95,1,84,63
2.75,2/1/19,5.1,1,84,72
7.28,12/21/18,10,12,8419,3183
1.95,2/1/19,4.2,4,84,88
10.08,2/1/19,13.6,1,84,115
8.24,1/11/19,11,10.93,239,343
3.51,1/11/19,5.9,6,243,95
2.64,1/11/19,4.8,1,243,258
3.79,1/11/19,4.55,1,243,308
2.63,1/11/19,4.45,1,243,339
4.68,1/11/19,9.35,3,243,344
13.01,1/11/19,17.99,1,243,435
2.08,1/11/19,3.5,4,243,490
1.55,1/11/19,2.65,3,243,498
1.73,1/11/19,2.75,6,243,519
3.14,1/11/19,4.22,3,243,537
1.7,1/11/19,2.4,4.27,243,639
2.2,1/11/19,2.99,1,243,1676
2.2,1/11/19,2.7,1,243,2368
14.11,1/11/19,18.1,1,243,2561
5.37,1/11/19,7.55,6,246,11
13.55,12/21/18,18.75,5.48,14391,49
8.43,12/21/18,8.43,3,34853,259
11.37,12/21/18,11.37,1,34853,346
26.25,12/21/18,26.25,1,34853,511
7.55,12/21/18,7.55,1,34853,672
13.82,12/21/18,13.82,1,34853,12123
7.31,12/21/18,12.1,1.88,35057,169
17.38,12/21/18,32,1,35057,199
6.2,12/21/18,11.4,2,35057,412
10.07,12/21/18,16.6,0.91,35057,1144
7.95,12/21/18,10.5,2,41135,136
4.59,12/21/18,5.73,3,41135,484
4.24,12/21/18,5.85,12,41135,663
1.97,2/1/19,3.8,6,84,295
16.17,1/11/19,19.3,2,246,138
15.59,1/11/19,15.99,4,246,236
7.88,12/21/18,11.99,2,42760,44
14.26,12/21/18,19.99,2,42760,202
2.48,1/11/19,5,6,246,402
13.01,1/11/19,17.8,1,246,435
8.38,12/21/18,11.95,1,42760,314
15.76,12/21/18,22.65,1,42760,400
0,1/11/19,0,1,246,518
13.69,1/11/19,24,2,246,547
2.33,12/21/18,6.75,1,42760,4457
14.08,1/11/19,17.8,3,247,559
14.96,2/1/19,25.8,2,84,619
7.42,2/1/19,12.5,3,86,259
15.76,2/1/19,25.95,1,86,400
6.14,2/1/19,10,2,86,569
15.93,2/1/19,32.95,1,86,627
0.24,2/1/19,1.4,10,86,647
7.9,1/11/19,10.4,2.3,249,28
2.25,1/11/19,3.15,2,249,65
3.68,1/11/19,7.05,1,249,67
3.98,1/11/19,4.8,4,249,99
1.05,12/21/18,1.75,2,48781,246
4.1,12/21/18,7.15,2.47,48781,257
12.15,12/21/18,16.5,1,48781,584
6.95,12/21/18,9.25,7.29,51714,28
8.8,12/21/18,12,2,51714,54
12.08,12/21/18,22.5,2,51714,86
15.14,12/21/18,21.15,1,51714,121
6.51,12/21/18,9,1,51714,144
7.22,12/21/18,10,4.95,51714,376
4.76,12/21/18,7.5,3.29,51714,467
13.44,1/11/19,17.9,1,249,113
11.7,2/1/19,17.6,2,88,471
3.34,12/21/18,7.1,1,60652,308
7.44,12/21/18,12.45,1.67,60652,670
17.91,2/1/19,23.3,1,90,400
