last_delivered,period,outlier,month_value,price,active,customer_id,product_id
2018-12-27,36,44,15.9,5.3,t,14,94
2019-01-16,365,366,0,10.75,t,139,380
2019-02-02,365,366,0,12.15,t,301,2279
2018-12-13,365,366,0,40,t,156,221
2019-02-07,35,42,3.85,3.85,t,65,350
2018-12-20,7,12,0,11.5,t,156,56
2018-12-20,56,68,11.99,11.99,t,176,44
2019-03-01,28,43,24.9,8.3,t,139,596
2019-02-01,35,42,25,25,t,20,634
2019-02-20,36,56,8.08,2.02,t,147,551
2019-03-01,365,366,0,25,t,939,83923
2019-01-25,365,366,26.37,26.37,t,152551,291969
2019-03-01,63,105,24.25,24.75,t,940,435
2019-03-01,365,366,0,7.15,t,1075,257
2019-01-19,49,59,5.7,5.7,t,75,43
2019-02-14,58,70,28.3,14.15,t,60,556
2019-01-18,37,58,19.6,9.8,t,138,480
2019-02-22,365,366,36.76,36.76,t,152581,291142
2019-02-22,365,366,31.07,31.07,t,152581,291290
2019-02-20,365,366,0,13.65,t,301,168
2019-02-23,365,366,0,3.35,t,298,62
2019-02-27,23,43,57.6,9.6,t,56,569
2019-02-20,4,11,0,4.2,t,298,295
2018-12-31,77,93,11.2,11.2,t,673,569
2019-02-05,365,366,0,6.95,t,773,133
2019-01-10,365,366,0,4.8,t,3591,537
2019-03-01,35,51,14.76,36.9,t,152551,292011
2019-02-18,365,366,0,6.8,t,303,524
2019-01-18,41,50,43.2,13.5,t,144,118
2019-03-01,365,366,0,9.2,t,303,432
2019-01-19,365,366,0,39.6,t,144,652
2019-01-18,365,366,0,6.3,t,144,180
2018-12-28,21,26,0,14,t,29,155
2019-02-22,20,32,32,16,t,152551,292187
2019-01-04,2,11,0,0,t,302,518
2019-02-22,365,366,0,7.35,t,235,443
2019-03-01,7,12,16,3.2,t,682,390
2019-01-22,365,366,0,55,t,226,145
2019-02-25,12,20,560.93,24,t,86,1422
2019-02-05,35,36,61,61,t,848,465
2019-02-01,41,67,90,45,t,29,1029
2019-02-05,41,62,15.96,3.99,t,848,11734
2019-01-05,365,366,0,3.8,t,2503,141
2019-02-11,32,46,8.3,8.3,t,303,144
2019-03-01,365,366,0,8.1,t,1112,14533
2019-01-21,365,366,7,7,t,152251,291740
2019-03-01,8,10,112,5.6,t,1216,617
2019-02-15,35,57,21,21,t,152583,291190
2019-02-15,14,20,31.67,19,t,152583,291209
2019-01-12,22,34,57.6,3.2,t,28,178
2019-02-23,63,76,24,24,t,298,619
2018-12-31,45,54,32.95,32.95,t,338,627
2019-03-01,15,24,69.03,9.4,t,31,28
2019-01-17,365,366,0,7.5,t,236,443
2019-01-22,82,99,17.8,17.8,t,226,319
2019-01-16,365,366,11.8,11.8,t,152337,291723
2019-01-22,365,366,0,21,t,226,9530
2018-12-20,365,366,0,4.8,t,990,617
2019-02-25,365,366,0,-24.5,t,152337,291746
2019-02-21,15,29,47.25,4.5,t,31,207
2019-01-29,77,93,25.6,25.6,t,165,221
2019-03-01,365,366,0,2.85,t,35,207
2018-12-19,365,366,0,27.6,t,42760,312
2019-03-01,365,366,0,17.5,t,337,475
2019-01-18,365,366,0,7.2,t,144,1155
2019-02-15,42,51,48,48,t,152583,291747
2019-03-01,8,13,504.9,15.3,t,1216,1422
2019-03-01,76,92,26.4,3.3,t,1236,181
2019-02-11,49,59,24.6,24.6,t,152587,291610
2019-02-11,365,366,0,22.78,t,152587,291762
2019-03-01,15,22,342,54,t,1236,332
2019-02-06,41,62,18,4.5,t,150,458
2019-03-01,62,98,68,17,t,1236,475
2019-02-20,365,366,0,14.5,t,60,12123
2019-02-28,365,366,10.8,2.7,t,302,284
2019-02-08,22,27,9.7,9.7,t,35,569
2019-02-21,4,10,87.83,8.5,t,152337,291948
2019-01-08,24,41,20.57,12.34,t,36,556
2019-03-01,67,81,27.6,27.6,t,128,312
2019-01-29,365,366,0,17,t,165,365
2019-02-04,17,31,42,18,t,28,475
2019-01-12,365,366,0,0,t,304,518
2019-03-01,56,92,76.95,17.1,t,1259,346
2019-02-20,35,42,5.5,5.5,t,144,537
2019-03-01,5,10,293.79,13.99,t,1268,44
2019-02-22,365,366,0,9.6,t,94,268
2019-01-11,365,366,0,155,t,303,644
2018-12-19,365,366,0,27.6,t,42760,945
2019-01-21,33,43,32.8,8.2,t,313,268
2019-03-01,4,10,367.9,14.15,t,1268,556
2019-02-19,31,52,9.75,3.25,t,152,241
2019-02-28,13,19,167.35,10.4,t,255,376
2019-02-05,365,366,0,57.5,t,1101,145
2018-12-28,365,366,0,15.4,t,38,291
2019-02-16,14,43,37.13,24.75,t,86,3067
2019-02-13,365,366,0,20.7,t,340,127
2018-12-08,365,366,0,9.6,t,310,656
2018-12-13,365,366,0,31,t,156,526
2018-12-19,35,46,40.9,20.45,f,248,338
2019-02-21,365,366,3.75,15,t,152337,291998
2019-01-05,365,366,0,24.5,t,2651,47
2019-02-27,11,19,51.3,5.7,t,90,617
2018-12-19,365,366,0,39.1,t,55631,356
2019-01-05,365,366,0,8.6,t,2651,282
2019-02-05,40,67,40.5,14.4,t,1113,54
2019-01-15,40,48,31.5,31.5,t,156,652
2019-02-19,32,39,8.5,8.5,t,155,29
2019-02-26,11,19,72,18,t,48,475
2019-01-18,20,32,23.33,0.7,t,152,540
2019-02-05,365,366,0,4.75,t,1148,243
2019-03-01,27,36,12.67,9.5,t,156,494
2019-02-05,68,82,2.96,2.96,t,1174,6
2019-03-01,365,366,0,7.4,t,1301,428
2019-03-01,365,366,0,22.35,t,1301,475
2019-01-03,365,366,0,9,t,205,108
2019-02-19,66,107,15.4,3.85,t,291,458
2019-02-22,40,64,22.5,15,t,152590,291702
2019-03-01,31,46,51.78,31.07,t,152593,290940
2019-01-05,365,366,0,21,t,2651,328
2019-03-01,365,366,0,4.2,t,313,348
2019-03-01,24,39,82.5,55,t,152593,291401
2019-01-24,23,32,10.9,10.9,t,93,569
2019-02-16,38,58,18.65,13.99,t,43,44
2019-03-01,13,25,49,15,t,1301,584
2019-01-15,365,366,0,3.6,t,159,65
2018-12-22,35,42,7.92,3.7,t,315,299
2019-01-05,10,14,72,18,t,2651,5012
2019-02-09,50,64,27.64,9.89,t,416,467
2019-01-15,365,366,0,2.9,t,159,178
2018-12-21,21,26,4,4,t,91,65
2019-01-26,365,366,0,23,t,95,127
2019-03-01,42,66,25.2,4.2,t,1648,198
2019-01-19,365,366,0,9.9,t,155,1312
2019-02-05,74,89,5.5,5.5,t,214,198
2019-01-16,365,366,0,27.9,t,145,280
2019-02-05,365,366,0,4.95,t,1174,228
2019-02-14,32,49,39,26,t,52,1130
2019-01-18,365,366,0,6.5,t,155,188
2019-01-18,365,366,0,23.9,t,155,366
2019-03-01,14,24,377,21.75,t,1648,400
2018-12-21,21,26,6.7,6.7,t,91,617
2019-01-18,365,366,0,3.3,t,155,570
2019-02-05,33,37,11.7,7.8,t,1174,240
2019-02-05,61,97,21.9,4.38,t,1174,293
2019-02-05,365,366,0,7.3,t,1174,414
2019-01-03,12,28,23.2,2.9,t,86,178
2019-02-13,32,55,19.49,12.99,t,53,349
2019-02-07,47,57,16.4,8.2,t,315,428
2019-02-22,365,366,0,4.99,t,252,60
2019-02-22,365,366,0,3.8,t,312,653
2019-03-01,25,46,66.06,44.04,t,152593,291711
2019-02-23,12,45,46.63,18.65,t,52,674
2019-03-01,33,35,9.6,4.8,t,165,650
2019-01-18,365,366,0,12.9,t,156,665
2019-03-01,19,34,19.59,6.53,t,1648,425
2019-01-26,60,72,66.5,66.5,t,131,1687
2019-03-01,365,366,0,7.5,t,1648,467
2018-12-14,365,366,0,9,t,243,667
2019-01-05,365,366,0,7.4,t,2909,428
2019-02-06,365,366,0,23.5,t,114,121
2019-01-18,43,52,22.5,22.5,t,165,312
2019-02-06,365,366,0,24.8,t,315,475
2019-02-18,22,37,13.95,9.3,t,302,484
2019-02-23,14,20,47.5,24.75,t,95,435
2018-12-28,51,75,15,15,t,54,2
2019-02-05,47,89,95.4,7.95,t,5,673
2019-03-01,20,34,19.8,7.4,t,1648,2864
2019-03-02,365,366,0,25.5,t,1656,526
2019-02-19,365,366,0,17.75,t,316,144
2019-02-08,365,366,0,6.3,t,6,119
2019-03-02,365,366,0,21.5,t,1656,83923
2019-01-22,10,23,403.2,4.2,t,175,295
2019-02-22,365,366,31.07,31.07,t,152609,291290
2019-01-18,22,27,27,27,t,165,2155
2019-02-19,365,366,0,27.8,t,316,589
2019-01-21,51,62,8,8,t,328,210
2019-01-21,365,366,0,13.3,t,334,376
2018-12-19,365,366,0,18.99,t,5,1644
2019-03-02,365,366,0,24,t,1722,157306
2019-02-16,29,35,5.2,5.2,t,168,484
2019-02-20,10,17,15.4,1.1,t,132,624
2019-02-28,365,366,26,26,t,7,528
2019-01-09,365,366,0,8.69,t,645,98446
2019-01-04,35,42,12.2,12.2,t,94,102
2018-12-11,365,366,0,1.25,t,110,555
2018-12-11,365,366,0,4.41,t,84,454
2019-02-06,77,93,4.15,4.15,t,326,141
2018-12-13,365,366,19.24,9.62,t,152337,299430
2018-12-18,3,10,91.89,30.63,t,152337,302566
2019-02-07,365,366,0,26.5,t,316,366
2019-01-25,7,12,0,2.8,f,145,419
2019-01-25,26,39,66.15,9.45,t,152338,290929
2019-01-26,365,366,0,3.95,t,8,657
2019-02-08,25,55,10.62,26.56,t,152558,290917
2018-12-29,18,25,17,8.5,t,95,186
2019-01-25,31,53,49.1,32.73,t,152558,291226
2019-01-05,365,366,0,7.2,t,4,334
2019-02-12,365,366,0,9.45,t,4,106
2019-03-01,17,19,75.05,7.9,t,5,10
2019-03-01,31,38,2.8,2.8,t,36,141
2019-01-16,70,84,22.3,11.15,t,145,615
2019-02-15,365,366,5.72,2.86,t,152610,291819
2019-02-06,49,59,22.6,11.3,t,326,437
2019-02-22,365,366,0,7.1,t,4,68
2019-01-02,365,366,0,8.75,t,7,524
2018-12-31,365,366,56.2,28.1,t,56,32
2019-02-22,28,47,32.1,16.05,t,84,319
2019-03-01,6,10,253.11,18.52,t,49,138
2019-01-07,365,366,0,8.95,t,143,326
2019-02-14,6,10,0,10.65,t,269,683
2019-03-02,6,11,59.82,4.85,t,93,29
2019-01-05,365,366,0,14,t,2909,1161
2019-02-05,365,366,0,5.2,t,1753,651
2019-01-15,42,51,35,8.75,t,152338,291003
2019-01-30,365,366,0,7.2,t,80,1092
2019-02-20,2,11,0,5.3,t,55,1092
2019-02-05,365,366,0,25.1,t,1960,138
2019-02-21,38,51,13.99,13.99,t,93,314
2019-02-15,35,42,29.4,29.4,t,152610,292210
2019-01-19,365,366,0,27.5,t,190,121
2019-02-21,63,76,18.9,18.9,t,167,522
2019-02-18,35,60,81.2,20.3,t,56,589
2019-01-25,365,366,0,13.1,t,152,3480
2019-01-21,365,366,0,16.95,t,334,595
2019-01-19,57,69,20.2,20.2,t,190,365
2019-02-09,365,366,0,4.1,t,43,602
2019-03-02,45,65,28.2,4.7,t,56,325
2019-02-05,365,366,0,23,t,1960,292
2019-03-01,25,30,14.7,14.7,t,254,442
2019-03-02,23,52,47.92,13.3,t,1753,8
2019-01-18,365,366,0,27,t,192,194
2019-03-02,365,366,0,11.55,t,1753,21
2019-02-11,65,78,35.95,35.95,t,55,554
2019-03-02,365,366,0,12.2,t,1753,102
2018-12-28,7,10,0,5.25,t,56,348
2019-01-25,365,366,12.58,12.58,t,152558,291855
2019-02-27,18,26,13.63,5.45,t,38,26
2019-01-03,21,43,7.3,3.65,t,57,523
2019-02-12,64,77,43.8,21.9,t,152611,291215
2019-01-25,365,366,36.76,36.76,t,152561,290851
2019-02-20,25,48,16.26,8.13,t,49,326
2018-12-31,365,366,11.4,11.4,t,333,524
2018-12-27,20,40,9.45,3.15,t,57,140
2019-03-01,365,366,0,19.2,t,169,912
2019-01-25,365,366,0,12.5,t,164,729
2019-03-01,55,83,19.2,19.2,t,1753,435
2018-12-14,35,44,24.9,8.3,t,98,126
2019-03-02,365,366,0,4.7,t,1753,653
2018-12-29,365,366,0,42.5,t,269,574
2018-12-10,41,50,40.2,20.1,t,56,452
2019-01-12,2,11,0,4.25,t,310,88
2019-02-09,365,366,0,5.7,t,337,29
2019-02-11,365,366,0,3.33,t,110,229
2019-02-28,46,74,29.75,8.5,t,122,406
2019-02-01,365,366,0,4.5,t,155,60
2019-02-05,47,57,26.9,26.9,t,2394,547
2019-02-23,73,125,70.8,11.8,t,177,220
2019-01-05,365,366,0,6,t,3550,240
2019-02-07,82,99,4.99,4.99,t,253,59
2019-01-25,365,366,36.76,36.76,t,152561,291142
2019-01-05,365,366,0,7.5,t,3550,443
2018-12-15,365,366,0,5.85,t,310,657
2019-01-05,365,366,0,15.5,t,3920,327
2019-02-22,365,366,0,4.5,t,252,1947
2019-02-22,8,10,89.25,11.9,t,326,556
2019-02-12,75,90,10,10,t,121,67
2019-02-13,26,41,13,6.5,t,198,11
2019-02-13,26,41,11.9,5.95,t,198,94
2019-02-12,365,366,0,2.9,t,1367,301
2019-02-21,22,25,17.97,5.99,t,93,537
2019-02-19,25,30,37.6,9.4,t,152338,291767
2018-12-13,365,366,0,22.5,t,160,589
2019-02-06,49,59,15,15,t,75,2
2019-03-01,7,10,375.1,17.05,t,49,435
2019-01-18,365,366,0,9.1,t,198,306
2019-02-19,365,366,0,10.6,t,341,265
2019-02-09,365,366,0,20,t,341,73
2019-03-01,8,10,113.33,10,t,152564,291329
2019-02-07,70,84,33.9,16.95,t,143,674
2019-01-15,68,82,13.9,13.9,t,170,622
2019-03-02,25,39,25.49,16.99,t,166,577
2019-02-27,8,12,93.45,16.99,t,93,595
2019-02-05,365,366,0,4.05,t,2394,16255
2019-02-14,365,366,0,11,t,14,335
2019-01-29,56,68,60.42,60.42,t,152338,291798
2019-02-06,35,41,26.91,10.85,t,329,28
2019-02-06,365,366,0,13.99,t,329,44
2019-03-01,31,38,3.1,3.1,t,1757,80
2019-03-01,365,366,0,24.4,t,1757,176
2019-02-13,15,30,65.08,17.75,t,52,144
2019-03-02,365,366,0,2.25,t,1757,686
2019-03-01,21,55,190,6,t,1829,295
2019-02-06,69,83,8.5,8.5,t,329,48
2018-12-20,37,60,11.6,5.8,t,270,59
2019-02-20,365,366,0,0,t,198331,646
2019-02-06,69,83,4,4,t,329,88
2018-12-19,365,366,0,30,t,78767,368
2018-12-22,15,32,98.1,21.8,t,68,589
2019-02-02,71,86,19.4,9.7,t,152,380
2018-12-19,365,366,0,6,t,78767,583
2019-01-15,62,75,7.9,7.9,t,182,857
2019-02-27,14,20,42,12,t,152239,291672
2018-12-22,35,46,13.1,13.1,t,69,382
2019-01-25,365,366,35,3.5,t,152570,291007
2019-01-08,365,366,0,2.75,t,144,80
2019-01-16,365,366,0,37.4,t,145,652
2019-01-16,365,366,0,10.35,t,145,264753
2019-02-08,365,366,0,8,t,78,94
2019-01-22,17,26,16.8,16.8,t,131,564
2019-02-05,33,35,33.25,33.25,t,3920,279988
2019-02-25,41,68,16.4,10.7,t,313,2
2019-02-21,365,366,0,9.4,t,156128,383579
2019-01-10,15,26,19.5,6.5,f,61,386
2019-02-06,42,54,27.5,28.5,t,329,138
2019-01-15,365,366,0,4.1,t,203,216
2019-01-26,56,68,48,48,t,212,1335
2019-01-05,365,366,0,18.35,t,5010,958
2019-02-20,365,366,52.35,17.45,t,152226,291346
2019-01-05,365,366,0,26.5,t,8126,1422
2019-01-05,365,366,0,16,t,8126,4091
2019-01-18,365,366,0,15.05,t,209,121
2019-03-01,79,95,12,12,t,1829,319
2019-02-04,49,59,14,1.4,t,61,410
2018-12-27,365,366,0,30.5,t,66,121
2019-02-06,21,26,54.13,54.13,t,152221,291526
2019-02-16,2,10,0,1.6,t,278,624
2019-02-20,365,366,29.46,29.46,t,152226,291654
2019-01-05,365,366,0,5.7,t,34853,43
2019-02-28,3,10,7096.71,61.98,t,152613,290835
2019-02-26,42,50,13.8,9.2,t,203,340
2019-02-02,34,55,399.95,8,t,216,151
2019-02-09,22,27,27.43,3.9,t,209,562
2019-01-25,365,366,0,8.8,t,216,1741
2019-02-01,365,366,0,27.3,t,35,1422
2019-01-09,365,366,0,3.8,t,649,27
2019-02-13,14,23,84,24,t,52,529
2019-01-09,365,366,0,14.5,t,649,111
2019-01-18,365,366,0,5.7,t,209,293
2019-01-09,365,366,0,4.15,t,649,129
2019-03-02,36,45,5.58,5.65,t,79,395
2019-03-01,365,366,0,3.45,t,104,350
2019-02-28,34,41,19.5,19.5,t,216,121
2019-01-18,49,59,1.4,1.4,t,209,350
2019-02-06,365,366,0,8.5,t,333,85
2019-03-02,73,88,17,17,t,1829,269525
2019-01-04,365,366,0,11.95,t,347,646
2019-01-18,63,101,3,3,t,216,129
2019-02-13,365,366,0,15.4,t,307,673
2019-02-23,365,366,0,6.3,t,155,592
2019-02-27,16,26,57.6,19.2,t,330,451
2019-02-28,365,366,11.2,11.2,t,3947,569
2019-01-25,365,366,0,11.6,t,221,340
2019-02-20,365,366,89.56,44.78,t,152227,359912
2019-02-20,365,366,0,3,t,93,132
2019-02-18,14,18,24,6,t,61,425
2019-02-20,365,366,89.56,44.78,t,152227,359969
2019-02-08,77,93,27.6,27.6,t,50,312
2019-01-19,365,366,0,7.1,t,216,308
2019-02-06,365,366,0,3.2,t,333,97
2019-03-02,32,46,9.03,9.1,t,69,274
2019-01-26,365,366,0,15,t,224,2
2019-03-02,365,366,0,16,t,350,442
2019-02-05,35,61,36.32,18.16,t,4367,302
2019-03-01,49,59,11.2,5.6,t,1960,532
2019-01-09,365,366,0,15,t,316,2
2019-02-06,39,47,11.8,11.8,t,337,282
2019-02-01,365,366,0,9.05,t,93,82
2019-02-15,30,59,60,12,t,230,300
2019-03-01,42,46,15.87,21.16,t,152339,291005
2019-02-22,31,38,29,14.5,t,230,14
2019-02-22,17,22,59.4,4.95,t,336,223
2019-01-15,32,83,68,17,t,212,622
2019-01-25,21,26,0,30,t,302,510
2019-03-01,9,11,250.7,16.3,t,167,3384
2018-12-22,74,89,3.89,3.89,t,314,72
2019-01-25,27,33,85,42.5,t,302,574
2018-12-19,365,366,0,11.99,t,116674,44
2018-12-19,365,366,0,12.74,t,116674,556
2018-12-19,365,366,0,14.95,t,116674,734
2019-02-05,38,54,17.8,8.9,t,5891,335
2019-01-05,32,39,16.7,16.7,t,78767,545
2019-02-05,365,366,0,7.6,t,5891,473
2019-02-19,67,115,54.25,21.7,t,152613,290923
2019-01-02,61,95,19.95,19.95,t,61,500
2019-01-04,28,34,13.6,6.8,f,2781,325
2018-12-19,365,366,0,1.2,t,131162,114
2019-01-18,365,366,0,11.5,t,216,233257
2019-03-02,15,23,24.4,6.1,t,2238,26
2019-02-05,365,366,0,15.8,t,152302,291352
2019-03-02,9,14,260,65,t,2238,332
2019-02-05,21,26,25.5,25.5,t,152302,291748
2019-02-26,5,10,173.33,13,t,152613,290929
2019-02-28,14,16,93,31,t,283,164
2019-02-05,34,41,24.99,24.99,t,152302,291919
2019-01-09,4,10,134.75,8.25,t,70,382
2019-01-14,79,95,29.5,29.5,t,90,3408
2019-01-26,365,366,0,19.35,t,228,444
2019-02-09,14,27,28,11.2,t,52,569
2019-03-02,8,12,63.27,7.3,t,2238,414
2019-02-06,365,366,0,6.99,t,93,1006
2019-02-04,81,98,4.15,4.15,t,184,141
2019-01-05,365,366,0,14.5,t,89389,482
2018-12-19,365,366,0,40,t,131162,1300
2019-02-20,51,81,59.9,5.99,t,5,311
2019-02-20,365,366,34.96,34.96,t,152273,291820
2019-02-20,365,366,18.9,18.9,t,152275,291635
2019-03-02,9,15,320.67,26,t,2238,625
2019-02-14,6,12,0,25,t,6,589
2019-02-12,365,366,0,20,t,152613,290968
2019-01-09,365,366,0,26.1,t,649,196
2018-12-19,15,18,0,21,f,131162,226304
2019-02-05,43,52,43.96,11,t,6617,13580
2019-03-01,42,73,13.46,2.99,t,2370,527
2019-02-05,365,366,0,7.85,t,7124,82
2019-03-01,365,366,0,161,t,2610,166
2019-02-15,19,20,21.6,4.8,t,100,174
2019-03-01,365,366,0,8.8,t,2781,331
2019-01-25,365,366,0,5,t,93,657
2019-02-15,25,34,35.85,12,t,128,646
2019-02-23,61,74,6.5,6.5,t,298,1092
2019-03-01,16,22,64,32,t,152282,290895
2019-02-02,35,44,24.8,12.4,t,99,307
2019-01-08,365,366,0,9.8,t,144,857
2019-02-23,36,52,7.2,3.6,t,52,570
2019-01-30,36,45,6.55,6.55,t,100,484
2019-02-06,365,366,0,3.7,t,337,458
2019-02-09,43,74,1.7,1.7,t,147,631
2019-03-01,39,47,30,30,t,340,510
2019-01-18,365,366,0,11.15,t,230,470
2019-02-28,17,21,24,16,t,7,442
2019-02-05,365,366,0,7.8,t,7124,240
2019-01-18,51,69,39.8,19.9,t,232,115
2019-02-05,365,366,0,5.65,t,7124,395
2018-12-29,27,45,58.5,19.5,t,262,393
2019-02-05,365,366,0,7,t,7124,411
2019-02-05,365,366,0,7.65,t,7124,541
2018-12-29,365,366,0,1.79,t,368,616
2019-01-25,77,93,12.6,6.3,t,80,550
2019-02-06,365,366,0,36.9,t,340,481
2019-01-05,365,366,0,16.15,t,103239,55
2019-03-01,365,366,0,5.99,t,2781,4200
2019-03-01,365,366,0,9.9,t,2781,377098
2019-02-22,365,366,0,3.1,t,352,509
2019-02-19,21,25,33.97,22.65,t,237,564
2019-01-09,365,366,0,13.05,t,649,2379
2019-01-03,365,366,0,7.65,t,868,406
2019-02-01,35,41,15.95,15.95,t,152314,291268
2019-02-22,28,34,39.75,26.5,t,152314,291226
2019-02-23,21,24,5,5,t,8126,59
2019-02-28,13,21,100.07,39.19,t,152613,291055
2019-01-05,365,366,0,30.5,t,103239,121
2019-01-05,365,366,0,3.75,t,103239,243
2019-02-20,365,366,6.65,6.65,t,152290,291651
2019-02-26,37,60,18,6,t,139,537
2018-12-24,26,32,65.9,65.9,f,258,1687
2019-03-02,365,366,0,10.95,t,2879,144
2019-02-09,53,64,34.56,8,t,62,163
2019-02-06,365,366,0,6.2,t,340,617
2019-03-02,70,84,30.5,2.5,t,2879,390
2019-02-06,365,366,0,13.7,t,340,845
2019-02-05,59,87,45.6,1.9,t,8126,534
2019-02-27,365,366,0,5.85,t,241,657
2019-01-21,48,61,9.05,9.05,t,341,67
2019-01-16,32,44,34.8,23.5,t,152,221
2019-03-02,365,366,0,7.2,t,2879,524
2019-02-28,23,28,60.6,21.6,t,8249,47
2019-01-18,365,366,0,10.55,t,242,135
2019-01-18,365,366,0,6.6,t,242,257
2019-02-22,29,47,27.6,4.6,t,242,289
2019-02-23,365,366,0,1.2,t,390,534
2019-01-18,365,366,0,22.5,t,242,564
2019-02-28,9,16,315,17.5,t,152613,291085
2018-12-20,365,366,0,1.9,t,390,410
2019-01-03,35,42,6,6,t,156,26
2018-12-28,365,366,0,10.4,t,85,19
2019-01-03,365,366,0,5.5,t,387,484
2019-02-06,33,38,6.5,2.6,t,95,527
2019-02-15,365,366,13,13,t,152301,291145
2019-01-30,40,53,45.68,13.05,t,107,405
2019-02-26,8,10,330,55,t,152302,291258
2019-02-05,365,366,0,9.55,t,17,578
2019-01-26,365,366,0,12,t,232,671
2019-02-05,53,64,18.92,7.6,t,8249,774
2019-01-12,365,366,0,3.3,t,314,295
2019-02-18,53,72,11.4,11.4,t,341,294
2019-03-02,14,27,29,5.8,t,23,617
2019-01-30,365,366,0,7.2,t,107,550
2019-02-25,365,366,0,7,t,410,306
2019-01-18,365,366,0,18,t,242,4100
2019-01-31,365,366,1.57,1.57,t,110,178
2019-01-21,365,366,0,20.1,t,341,452
2019-01-05,365,366,0,13.6,t,103239,343
2019-02-12,365,366,0,31,t,298,7093
2019-02-06,365,366,0,23,t,340,5012
2019-03-02,77,93,18,4.5,t,93,1268
2019-02-07,365,366,0,7,t,341,606
2019-02-08,365,366,0,27,t,152301,292148
2019-03-02,365,366,0,4.8,t,259,426
2019-02-25,365,366,0,1.3,t,410,410
2019-02-22,31,36,30,20,t,53,73
2019-03-02,2,11,0,0,t,97,518
2019-01-12,2,11,0,3.3,t,95,298
2019-02-26,13,22,49.5,16.5,t,214,1723
2019-02-15,365,366,0,9.8,t,290,2394
2019-01-31,35,42,4,4,t,110,325
2019-01-05,365,366,0,17.75,t,154,292
2019-01-19,32,41,31.2,2.6,t,28,609
2019-03-02,365,366,0,9.5,t,2879,569
2019-01-05,365,366,0,3,t,103239,408
2018-12-17,11,13,27,27,t,28,472
2018-12-27,365,366,0,17.4,t,86,444
2019-01-18,365,366,0,2.69,t,247,175
2019-01-18,365,366,0,17.5,t,247,292
2019-02-07,365,366,0,1.75,t,341,3548
2019-02-12,365,366,0,11,t,426,41
2019-02-26,22,42,63,21,t,152302,291902
2019-02-22,365,366,0,20.15,t,316,4533
2019-01-26,9,15,46.8,5.85,t,248,650
2019-02-28,22,28,65.55,11.4,t,31195,467
2019-02-04,365,366,0,7.2,t,198,1092
2018-12-22,16,18,69.84,18,t,2879,96
2019-02-19,32,62,90,22.9,t,347,86
2019-01-24,76,92,4.2,2.1,t,29,609
2019-02-22,14,17,9.9,4.95,t,152226,291197
2019-02-02,365,366,0,5.5,t,155,537
2018-12-15,37,45,12.5,12.5,t,31,168
2019-01-24,13,22,33.44,5.35,t,36,1080
2019-03-02,365,366,0,4.4,t,2879,1268
2019-02-23,44,62,11.8,11.8,t,443,282
2019-01-04,15,26,59.5,5.95,t,62,557
2019-01-17,365,366,0,9.5,t,255,1808
2019-02-11,7,12,0,27.5,t,279,529
2019-02-26,11,24,22.2,3.7,t,349,198
2019-03-02,365,366,0,6.25,t,2879,2175
2019-03-01,365,366,0,4.4,t,3326,338
2019-01-18,365,366,0,14.5,t,248,14
2019-01-18,24,64,10.59,3.97,t,248,198
2019-01-05,365,366,0,10,t,426,118
2019-03-01,365,366,0,21.5,t,3326,393
2019-02-20,43,71,6.28,4.15,t,110,673
2019-02-19,27,39,31.33,23.5,t,152310,291054
2019-01-09,365,366,0,2.75,t,670,80
2018-12-28,365,366,0,20.5,t,86,543
2019-03-01,24,49,20.2,5.05,t,3326,572
2019-01-09,365,366,0,14,t,670,1161
2019-01-09,365,366,0,19.95,t,682,150
2019-03-01,22,33,34,10.2,t,3326,4533
2019-03-01,22,35,33.33,20,t,152313,290818
2019-03-01,79,95,2.54,2.54,t,152339,291806
2018-12-19,365,366,0,29.99,t,1170,9188
2019-01-21,365,366,0,10.3,t,230,484
2019-03-02,39,62,5.9,5.9,t,86,425
2019-02-15,365,366,0,22.5,t,292,77042
2018-12-12,365,366,27.6,2.3,t,152339,291918
2019-01-09,33,40,20.6,10.3,t,682,484
2019-03-01,365,366,0,3.85,t,3326,4679
2019-01-02,42,51,6.5,6.5,t,270,650
2019-01-02,365,366,0,17.3,t,448,1258
2019-01-09,365,366,0,10.8,t,682,1119
2019-02-08,365,366,0,20.5,t,278,1327
2019-01-25,20,24,0,10.9,t,184,108
2019-01-23,365,366,0,28,t,115,619
2018-12-12,13,18,9,6,t,152339,291946
2019-02-02,365,366,0,2.76,t,152318,291806
2019-03-01,365,366,0,5.4,t,3326,69845
2018-12-14,30,47,27.15,18.1,t,144,452
2019-01-23,365,366,9.8,9.8,t,152339,291972
2019-03-01,29,34,8.8,4.2,t,3326,211428
2018-12-24,365,366,0,46.5,t,78767,81
2019-02-28,36,44,10.8,5.4,t,97,484
2018-12-24,365,366,0,23,t,142093,127
2019-02-20,365,366,0,25,t,368,945
2019-03-01,365,366,0,3.9,t,3949,216
2019-01-09,47,57,17.25,17.25,t,682,1589
2019-02-05,56,68,11,11,t,47553,2995
2019-03-01,6,10,345,34.5,t,152317,291935
2019-02-01,28,39,9.25,9.25,t,252,358
2019-02-21,365,366,40.9,8.18,t,152613,291176
2019-02-23,48,83,24,4.15,t,101,65
2019-02-23,14,17,0,7.1,t,168,308
2019-02-27,365,366,0,4.3,t,477,189
